((5, 7), 0.9942073314813503, 2.5325788431055245, -0.668480347099702)

((6, 9), 0.7283436881988042, 1.0807754254778306, -0.42612352794898034)

((0, 10), 0.6754226937312089, 0.13240948344959624, 0.1071458042771867)

((2, 9), 0.6061146827973838, 1.1248483333325936, -0.42839515958401597)

((1, 5), 0.4149827330269518, 0.8137338306516549, 1.0213650584442244)

((1, 6), 0.4006258875790187, 0.3708788634949336, 0.000307225848302433)

((1, 7), 0.39994388270229553, 1.9977328773515917, 1.9168849240198933)

((7, 8), 0.38513053666860325, 0.15640678535338798, 0.12361772055359199)

((0, 7), -0.37926725254004995, -0.4942038051713242, 2.0227168769849775)

((0, 5), -0.3581354969067204, -0.1831985765496963, 1.0590630569936184)

((5, 8), 0.3531471636875242, 0.365333393418869, 0.04997483795098001)

((2, 6), 0.340095767773292, 0.4253449606542191, -0.005272054484595309)

((1, 9), 0.2883219430874097, 0.39606810526410846, -0.42589139415705596)

((0, 6), 0.2013636085653612, 0.04862912337482047, -0.021995274000873942)

((6, 10), 0.16662471248826716, 0.13525938254444647, 0.14772415412755022)

((1, 10), 0.1382486057400625, 0.10389193185617016, 0.1488913481652645)

((2, 4), -0.12682296565490583, -0.08408335271727048, -0.07994434845815716)

((3, 8), -0.1188509524062365, -0.4103718085200726, 0.4302115208408038)

((8, 10), -0.11175372763053315, -0.04139968974537574, 0.163973620459042)

((4, 5), 0.10972243346386326, 0.4384122196810225, 1.0391751713531239)

((8, 9), 0.10240268143848995, 0.06934537639770713, -0.46309849694500566)

((4, 8), 0.09906437689283955, 0.409485360649285, 0.4494438669306799)

((6, 8), 0.09826709960855767, 0.2153282729682485, 0.41849219697612194)

((4, 7), 0.09559493700402362, 0.972989433725065, 1.952393900949624)

((2, 7), 0.08678513861199968, 0.585639970177625, 1.8780470496816974)

((7, 10), -0.08340316574535152, -0.012547732134335379, 0.17024208134165697)

((7, 9), 0.08145140883250826, 0.02240022685546424, -0.4761905414123715)

((3, 6), -0.075934183614428, -0.11965180671790128, -0.0035775260270707425)

((5, 10), -0.0663598917556858, -0.02543164106586286, 0.1722561193523509)

((2, 5), 0.06506570521112325, 0.17236594966927885, 1.0052043654139364)

((0, 2), -0.06219877639286749, -0.012010393376697152, -0.001562009010180998)

((6, 7), 0.061236334534110544, 0.33041097997793395, 1.8774962048451644)

((1, 8), -0.057290994085563124, -0.11621772017510218, 0.41445030249944215)

((4, 6), -0.051483056413803026, -0.0971163318627658, -0.015184913918840687)

((1, 2), -0.04984791964986165, -0.03689776396384829, -0.005924210007312344)

((3, 10), -0.04624792440291252, -0.05915645853829096, 0.1486357385508973)

((3, 4), 0.04332967359217778, 0.036194234974259595, -0.08068658600948372)

((5, 9), 0.04313538396771622, 0.030218541374399555, -0.464538415936371)

((3, 9), 0.04093100040608399, 0.09570472778782947, -0.43729733372246676)

((0, 8), -0.040555984826899295, -0.021461660794067118, 0.423298731549626)

((0, 4), 0.03980672234309275, 0.005096170226741582, -0.08103414738693059)

((4, 9), -0.03458335831750398, -0.09680420288405929, -0.44188645723098996)

((1, 4), -0.029827499572137383, -0.014638007791423713, -0.07981790302618916)

((2, 10), 0.022606589879362978, 0.022951078973542482, 0.146832927860378)

((9, 10), -0.021277557648845556, -0.01163993789558158, 0.1416607650294768)

((0, 1), -0.021149264113234797, -0.005517186204373483, -0.019302308682718164)

((1, 3), 0.01690606844954949, 0.009932390018178009, 0.03268190141378319)

((5, 6), 0.014984317114356339, 0.007074205710312834, -0.014567817135029132)

((0, 3), -0.012723351169906343, -0.0019500019097050964, 0.033056540812669434)

((3, 7), -0.011319951973373326, -0.09624358705712033, 1.8781557183821849)

((2, 8), -0.010785041861129475, -0.029556623447551243, 0.41673293477435125)

((3, 5), -0.010180720891404944, -0.03397971522901473, 1.005419931020817)

((0, 9), -0.008304979532209362, -0.002976138389740018, -0.43330005552116574)

((2, 3), 0.004148753489795759, 0.0032928789236509517, 0.032490769570587406)

((4, 10), -0.001343416166259911, -0.002057152587226325, 0.14655113639421874)

